patch_id,af1,Qal,Qaf,Qat,Qc,Qca,Qr
hv_256_50_1,0.0,0.08726942,0.0,0.0,0.39546305,0.40097427,0.1162933
hv_256_50_2,0.0,0.13178402,0.0,0.0,0.3442646,0.36367822,0.16027318
hv_256_50_3,0.0,0.14333235,0.0,0.0,0.4994835,0.20601553,0.15116861
hv_256_50_4,0.0,0.04088599,0.0,0.0,0.5950063,0.14982802,0.21427973
hv_256_50_5,0.0,0.001049722,0.0,0.0,0.59013605,0.1016135,0.3072007
hv_256_50_6,0.0,0.00572804,0.0,0.0,0.4539767,0.39425886,0.14603643
hv_256_50_7,0.0,0.09404559,0.0,0.0,0.41096354,0.49499092,0.0
hv_256_50_8,0.0,0.177116,0.0,0.0,0.52177685,0.30110714,0.0
hv_256_50_9,0.0,0.08881639,0.0,0.0,0.38289067,0.480878,0.04741492
hv_256_50_10,0.0,0.0,0.0,0.0,0.43300116,0.3850513,0.18194751
hv_256_50_11,0.0,0.0,0.0,0.0,0.73369443,0.06951435,0.19679116
hv_256_50_12,0.0,0.0,0.0,0.0,0.8516272,0.0810846,0.067288265
hv_256_50_13,0.0,0.0,0.0,0.0,0.81460255,0.05972308,0.12567438
hv_256_50_14,0.0,0.0,0.0,0.0,0.8198851,0.0045536957,0.17556126
hv_256_50_15,0.0,0.0,0.0,0.0,0.7054747,0.23958597,0.054939315
hv_256_50_16,0.0,0.0,0.0,0.0,0.57764083,0.4223318,2.7461396e-05
hv_256_50_17,0.0,0.0,0.0,0.0,0.63974625,0.3602537,0.0
hv_256_50_18,0.0,0.0,0.0,0.0,0.6353326,0.21358402,0.15108334
hv_256_50_19,0.0,0.0,0.0,0.0,0.58707356,0.076724425,0.33620197
hv_256_50_20,0.0,0.0,0.0,0.0,0.43560168,0.1895218,0.37487656
hv_256_50_21,0.0,0.0,0.0,0.0,0.4689596,0.27689636,0.25414407
hv_256_50_22,0.0,0.0,0.0,0.0,0.7584271,0.13433015,0.10724281
hv_256_50_23,0.0,0.02348986,0.0,0.0,0.46759725,0.09655568,0.41235724
hv_256_50_24,0.0,0.0900775,0.0,0.0,0.021430409,0.08563742,0.80285466
hv_256_50_25,0.0,0.26210973,0.0,0.0,0.0,0.0,0.73789024
hv_256_50_26,0.0,0.29507855,0.0,0.0,0.0,0.0,0.7049214
hv_256_50_27,0.0,0.14607985,0.0,0.0,0.0,0.0,0.85392016
hv_256_50_28,0.0,0.047299124,0.0,0.0,0.0,0.0,0.9527009
hv_256_50_29,0.0,0.00078968314,0.0,0.0,0.0,0.0,0.9992103
hv_256_50_30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hv_256_50_31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hv_256_50_32,0.00024436924,0.0,0.0,0.0,0.0,0.0,0.9997556
hv_256_50_33,0.0006468373,0.0,0.0,0.0,0.0,0.0,0.9993532
hv_256_50_34,0.015230905,0.0026897986,0.0,0.0,0.0,0.0,0.98207927
hv_256_50_35,0.037875816,0.11587301,0.0,0.0,0.0,0.0,0.84625113
hv_256_50_36,0.023050474,0.19996066,0.0,0.0,0.0,0.0,0.7769888
hv_256_50_37,0.018802075,0.14585838,0.0,0.0,0.0,0.0,0.83533955
hv_256_50_38,0.071623735,0.05903894,0.0,0.0,0.0,0.0,0.8693373
hv_256_50_39,0.08191121,0.0,0.0,0.0,0.0,0.0,0.9180888
hv_256_50_40,0.0744147,0.006951947,0.0,0.0,0.0,0.0,0.91863334
hv_256_50_41,0.04533677,0.43527475,0.0,0.0,0.0,0.0,0.5193885
hv_256_50_42,0.0,0.769003,0.0,0.0,0.0,0.0,0.23099704
hv_256_50_43,0.0,0.43604377,0.0,0.0,0.0,0.0,0.5639562
hv_256_50_44,0.0,0.095501006,0.0,0.0,0.0,0.0,0.904499
hv_256_50_45,0.0,0.0029318247,0.0,0.0,0.0,0.0,0.99706817
hv_256_50_46,0.0,0.024004942,0.0,0.0,0.0,0.0,0.97599506
hv_256_50_47,0.0,0.021073893,0.0,0.0,0.0,0.0,0.97892606
hv_256_50_48,0.0,0.0,0.0,0.0,0.0018637506,0.0,0.9981362
hv_256_50_49,0.0,0.0,0.0,0.0,0.06127251,0.0,0.9387275
hv_256_50_50,0.0,0.00064802327,0.0,0.0,0.07777964,0.0,0.9215723
hv_256_50_51,0.0,0.08581036,0.0,0.0,0.018369688,0.0,0.89581996
hv_256_50_52,0.0,0.1699017,0.0,0.0,0.0,0.0,0.8300983
hv_256_50_53,0.0066923425,0.21475266,0.0,0.0,0.0026009905,0.0,0.77595407
hv_256_50_54,0.031160243,0.40367582,0.0,0.0,0.031424783,0.07256595,0.46117324
hv_256_50_55,0.043139867,0.5144683,0.0,0.0,0.028821042,0.24712618,0.1664446
hv_256_50_56,0.054070715,0.43608183,0.0,0.0,0.113148704,0.2549118,0.1417868
hv_256_50_57,0.035396293,0.39594054,0.0,0.0,0.2996549,0.12512845,0.14387977
hv_256_50_58,0.0,0.21224907,0.0,0.0,0.43844795,0.18783072,0.16147228
hv_256_50_59,0.0,0.011578328,0.0,0.0,0.4657387,0.23034047,0.29234242
hv_256_50_60,0.0,0.0,0.0,0.0,0.39227742,0.14781824,0.45990437
hv_256_50_61,0.0,0.07911242,0.0,0.0,0.33546618,0.073815465,0.51160586
hv_256_50_62,0.0,0.09724051,0.0,0.0,0.24748535,0.09412127,0.5611529
hv_256_50_63,0.0,0.10176191,0.012249493,0.0,0.29744947,0.10696068,0.48157844
hv_256_50_64,0.0,0.14794886,0.028908214,0.0,0.32475612,0.15896118,0.33942565
hv_256_50_65,0.0,0.11436301,0.01666124,0.0,0.23660389,0.22581343,0.40655842
hv_256_50_66,0.0,0.13138622,0.0,0.0,0.17635761,0.093069576,0.59918654
hv_256_50_67,0.0,0.10343814,0.0,0.0,0.057567637,5.7346093e-05,0.8389369
hv_256_50_68,0.0,0.027179971,0.0,0.0,0.0,0.0,0.97282004
hv_256_50_69,0.0,0.075436525,0.0,0.0,0.01204704,0.0,0.9125165
hv_256_50_70,0.0,0.033803068,0.0,0.0,0.5977077,0.36848927,0.0
hv_256_50_71,0.0,0.14403827,0.0,0.0,0.26961592,0.5863458,0.0
hv_256_50_72,0.0,0.1764914,0.0,0.0,0.17298485,0.6505238,0.0
hv_256_50_73,0.0,0.059798256,0.0,0.0,0.26732668,0.6152792,0.057595868
hv_256_50_74,0.0,0.011660385,0.0,0.0,0.48791805,0.42916584,0.07125567
hv_256_50_75,0.0,0.010956549,0.0,0.0,0.59741205,0.37798116,0.01365018
hv_256_50_76,0.0,0.031496696,0.0,0.0,0.4568074,0.5116959,0.0
hv_256_50_77,0.0,0.11243426,0.0,0.0,0.35300842,0.53455734,0.0
hv_256_50_78,0.0,0.09191477,0.0,0.0,0.23764849,0.66610485,0.0043319566
hv_256_50_79,0.0,0.0,0.0,0.0,0.2786739,0.68158513,0.039740928
hv_256_50_80,0.0,0.0,0.0,0.0,0.5195971,0.28921106,0.19119179
hv_256_50_81,0.0,0.0,0.0,0.0,0.71952647,0.09941007,0.18106337
hv_256_50_82,0.0,0.0,0.0,0.0,0.8166681,0.07341736,0.10991457
hv_256_50_83,0.0,0.0,0.0,0.0,0.8161384,0.0006416027,0.18322001
hv_256_50_84,0.0,0.0,0.0,0.0,0.82891333,0.07246549,0.09862117
hv_256_50_85,0.0,0.0,0.0,0.0,0.7243501,0.27562243,2.7470174e-05
hv_256_50_86,0.0,0.0,0.0,0.0,0.65511215,0.34488788,0.0
hv_256_50_87,0.0,0.0,0.0,0.0,0.806143,0.18755484,0.0063021993
hv_256_50_88,0.0,0.0,0.0,0.0,0.74346685,0.10284354,0.15368956
hv_256_50_89,0.0,0.0,0.0,0.0,0.4166766,0.056417633,0.5269057
hv_256_50_90,0.0,0.0,0.0,0.0,0.33070526,0.0,0.6692948
hv_256_50_91,0.0,0.0,0.0,0.0,0.61720514,0.00868617,0.37410873
hv_256_50_92,0.0,0.030552495,0.0,0.0,0.4795453,0.09966716,0.39023504
hv_256_50_93,0.0,0.110219024,0.0,0.0,0.072696805,0.09099793,0.72608626
hv_256_50_94,0.0,0.18736228,0.0,0.0,0.0,0.0,0.8126377
hv_256_50_95,0.0,0.20689614,0.0,0.0,0.0,0.0,0.7931039
hv_256_50_96,0.0,0.2200012,0.0,0.0,0.0,0.0,0.7799988
hv_256_50_97,0.0,0.19284368,0.0,0.0,0.0,0.0,0.80715626
hv_256_50_98,0.0,0.098997824,0.0,0.0,0.0,0.0,0.90100217
hv_256_50_99,0.0,0.026942084,0.0,0.0,0.0,0.0,0.9730579
hv_256_50_100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hv_256_50_101,0.0006989596,0.0,0.0,0.0,0.0,0.0,0.999301
hv_256_50_102,0.04950106,0.0,0.0,0.0,0.0,0.0,0.95049894
hv_256_50_103,0.076945476,0.0,0.0,0.0,0.0,0.0,0.9230545
hv_256_50_104,0.028153097,0.0751555,0.0,0.0,0.0,0.0,0.8966914
hv_256_50_105,0.0,0.14343435,0.0,0.0,0.0,0.0,0.8565656
hv_256_50_106,0.0,0.12975731,0.0,0.0,0.0,0.0,0.87024266
hv_256_50_107,0.040151663,0.061468937,0.0,0.0,0.0,0.0,0.89837945
hv_256_50_108,0.04016181,0.0,0.0,0.0,0.0,0.0,0.9598382
hv_256_50_109,0.03015591,0.0005370047,0.0,0.0,0.0,0.0,0.96930707
hv_256_50_110,0.05064496,0.33707476,0.0,0.0,0.0,0.0,0.61228025
hv_256_50_111,0.020503342,0.7518582,0.0,0.0,0.0,0.0,0.22763845
hv_256_50_112,0.0,0.6318107,0.0,0.0,0.0,0.0,0.36818928
hv_256_50_113,0.0,0.26792988,0.0,0.0,0.0,0.0,0.7320701
hv_256_50_114,0.0,0.22931144,0.0,0.0,0.0,0.0,0.77068853
hv_256_50_115,0.0,0.20226346,0.0,0.0,0.0,0.0,0.7977365
hv_256_50_116,0.0,0.024419123,0.0,0.0,0.0,0.0,0.9755809
hv_256_50_117,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hv_256_50_118,0.0,0.00091724726,0.0,0.0,0.0,0.0,0.99908274
hv_256_50_119,0.0,0.021743802,0.0,0.0,0.0,0.0,0.97825617
hv_256_50_120,0.0,0.108648546,0.0,0.0,0.0,0.0,0.89135146
hv_256_50_121,0.0,0.3675299,0.0,0.0,0.0,0.0,0.6324701
hv_256_50_122,6.242792e-06,0.45767665,0.0,0.0,0.0021937066,0.0,0.5401234
hv_256_50_123,6.2426243e-06,0.38797694,0.0,0.0,0.004031488,0.0,0.60798526
hv_256_50_124,0.000899228,0.41572762,0.0,0.0,0.0018381214,0.0,0.581535
hv_256_50_125,0.031952247,0.3664645,0.0,0.0,0.0,0.0,0.6015833
hv_256_50_126,0.031051163,0.2619384,0.0,0.0,0.0635835,0.02163019,0.6217967
hv_256_50_127,0.0,0.10117946,0.0,0.0,0.25447625,0.02624294,0.6181014
hv_256_50_128,0.0,0.0,0.0,0.0,0.3232699,0.0046110093,0.6721191
hv_256_50_129,0.0,0.0,0.0,0.0,0.20105252,0.0,0.79894745
hv_256_50_130,0.0,0.066911235,0.0,0.0,0.086081564,0.0,0.8470072
hv_256_50_131,0.0,0.09677479,0.0,0.0,0.046361834,0.0,0.8568634
hv_256_50_132,0.0,0.030410763,0.007491994,0.0,0.11111958,0.0,0.85097766
hv_256_50_133,0.0,0.023700211,0.007492821,0.0,0.14302076,0.002158125,0.82362807
hv_256_50_134,0.0,0.118862584,0.0,0.0,0.072538644,0.023616666,0.7849821
hv_256_50_135,0.0,0.15626319,0.0,0.0,0.01171768,0.02146007,0.8105591
